vocabulary_id,concept_id,lang_code,word,article,gender,pronunciation,part_of_speech,concept_type,domain,sub_domain,micro_category,definition,frequency,image_id,example_sentence,example_sentence_pronunciation
141,2,ny,ndi,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ntchito kulumikiza mawu kapena malingaliro,Very high,Img_2,Ndinagula maapulo ndi nthochi.,
142,2,zh-CN,和,,,hé,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,用于连接单词或想法,Very high,Img_2,我买了苹果和香蕉。,wǒ mǎi le píngguǒ hé xiāngjiāo.
143,2,zh-TW,和,,,hé,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,用於連接單詞或想法,Very high,Img_2,我買了蘋果和香蕉。,wǒ mǎi le píngguǒ hé xiāngjiāo.
144,2,hr,i,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,koristi se za povezivanje riječi ili ideja,Very high,Img_2,Kupio sam jabuke i banane.,
145,2,cs,a,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,používá se ke spojení slov nebo myšlenek,Very high,Img_2,Koupil jsem jablka a banány.,
146,2,da,og,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,bruges til at forbinde ord eller ideer,Very high,Img_2,Jeg købte æbler og bananer.,
147,2,nl,en,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,gebruikt om woorden of ideeën te verbinden,Very high,Img_2,Ik kocht appels en bananen.,
148,2,en-GB,and,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,used to connect words or ideas,Very high,Img_2,I bought apples and bananas.,
149,2,en-US,and,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,used to connect words or ideas,Very high,Img_2,I bought apples and bananas.,
150,2,et,ja,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,kasutatakse sõnade või ideede ühendamiseks,Very high,Img_2,Ma ostsin õunu ja banaane.,
151,2,fil,at,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ginagamit upang ikonekta ang mga salita o ideya,Very high,Img_2,Bumili ako ng mga mansanas at saging.,
152,2,fi,ja,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,käytetään sanojen tai ideoiden yhdistämiseen,Very high,Img_2,Ostin omenoita ja banaaneja.,
153,2,fr,et,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,utilisé pour connecter des mots ou des idées,Very high,Img_2,J'ai acheté des pommes et des bananes.,
154,2,fr-CA,et,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,utilisé pour connecter des mots ou des idées,Very high,Img_2,J'ai acheté des pommes et des bananes.,
155,2,ff,e,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,huutore ngam jokkondirde kelme walla miijooji,Very high,Img_2,Mi soodii pommuuji e banaanaaji.,
156,2,gl,e,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,usado para conectar palabras ou ideas,Very high,Img_2,Merquei mazás e plátanos.,
157,2,ka,და,,,da,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,გამოიყენება სიტყვების ან იდეების დასაკავშირებლად,Very high,Img_2,მე ვიყიდე ვაშლი და ბანანი.,me viq'ide vashli da banani.
158,2,de,und,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,wird verwendet um Wörter oder Ideen zu verbinden,Very high,Img_2,Ich habe Äpfel und Bananen gekauft.,
159,2,el,και,,,kai,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,χρησιμοποιείται για τη σύνδεση λέξεων ή ιδεών,Very high,Img_2,Αγόρασα μήλα και μπανάνες.,Agórasa míla kai banánes.
160,2,gn,ha,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ojepuru omoñondive hag̃ua ñe'ẽ térã temimo'ã,Very high,Img_2,Ajogua yva ha pakova.,
161,2,gu,અને,,,anē,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,શબ્દો અથવા વિચારોને જોડવા માટે વપરાય છે,Very high,Img_2,મેં સફરજન અને કેળા ખરીદ્યા.,mēṃ sapharajana anē kēḷā kharīdyā.
162,2,ht,ak,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,itilize pou konekte mo oswa lide,Very high,Img_2,Mwen te achte pòm ak fig.,
163,2,ha,da,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ana amfani dashi wajen haɗa kalmomi ko dabaru,Very high,Img_2,Na sayi tuffa da ayaba.,
164,2,he,ו־,,,ve,prefix,function,Grammar Functions,Conjunctions,Coordinating conjunctions,משמש לחיבור מילים או רעיונות,Very high,Img_2,קניתי תפוחים ובננות.,kaniti tapukhim u-vananot.
165,2,hi,और,,,aur,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,शब्दों या विचारों को जोड़ने के लिए उपयोग किया जाता है,Very high,Img_2,मैंने सेब और केले खरीदे।,mainnē sēb aur kēlē kharīdē.
166,2,hmn,thiab,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,siv los txuas cov lus lossis cov tswv yim,Very high,Img_2,Kuv yuav txiv av paub thiab txiv tsawb.,
167,2,hu,és,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,szavak vagy ötletek összekapcsolására szolgál,Very high,Img_2,Vettem almát és banánt.,
168,2,is,og,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,notað til að tengja saman orð eða hugmyndir,Very high,Img_2,Ég keypti epli og banana.,
169,2,ig,na,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,eji ejikọta okwu ma ọ bụ echiche,Very high,Img_2,Azụrụ m apụl na unere.,
170,2,id,dan,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,digunakan untuk menghubungkan kata atau ide,Very high,Img_2,Saya membeli apel dan pisang.,
171,2,ga,agus,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,a úsáidtear chun focail nó smaointe a nascadh,Very high,Img_2,Cheannaigh mé úlla agus bananaí.,
172,2,xh,na-,,,,prefix,function,Grammar Functions,Conjunctions,Coordinating conjunctions,isetyenziselwa ukudibanisa amagama okanye izimvo,Very high,Img_2,Ndithenge ama-apile neebhanana.,
173,2,it,e,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,usato per collegare parole o idee,Very high,Img_2,Ho comprato mele e banane.,
174,2,ja,と,,,to,particle,function,Grammar Functions,Conjunctions,Coordinating conjunctions,言葉やアイデアをつなぐために使われる,Very high,Img_2,私はリンゴ と バナナを買いました。,watashi wa ringo to banana o kaimashita.
175,2,jv,lan,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,digunakake kanggo nyambungake tembung utawa gagasan,Very high,Img_2,Aku tuku apel lan gedhang.,
176,2,kn,ಮತ್ತು,,,mattu,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ಪದಗಳು ಅಥವಾ ವಿಚಾರಗಳನ್ನು ಸಂಪರ್ಕಿಸಲು ಬಳಸಲಾಗುತ್ತದೆ,Very high,Img_2,ನಾನು ಸೇಬು ಮತ್ತು ಬಾಳೆಹಣ್ಣುಗಳನ್ನು ಖರೀದಿಸಿದೆ.,nānu sēbu mattu bāḷehaṇṇugaḷannu kharīdiside.
177,2,ks,تِہ,,,tih,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,لَفظَن یا خیالَن رَلاونہٕ خٲطرٕ اِستِمال کَرنہٕ یِوان,Very high,Img_2,مےٚ ہِینٛدؠ ژوٗنٛٹھ تِہ کیٖلٕہ۔,me hīndi tsūnṭh tih kīli.
178,2,kk,және,,,jäne,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,сөздерді немесе идеяларды байланыстыру үшін қолданылады,Very high,Img_2,Мен алма және банан сатып алдым.,Men alma jäne banan satyp aldym.
179,2,km,និង,,,ning,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ប្រើដើម្បីភ្ជាប់ពាក្យឬគំនិត,Very high,Img_2,ខ្ញុំបានទិញផ្លែប៉ោម និង ចេក។,khnhom ban tinh phlae-paom ning chek.
180,2,rw,n',,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ikoreshwa mu guhuza amagambo cyangwa ibitekerezo,Very high,Img_2,Naguze pome n'ibitoki.,
181,2,ko,과,,,gwa,particle,function,Grammar Functions,Conjunctions,Coordinating conjunctions,단어나 아이디어를 연결하는 데 사용됨,Very high,Img_2,나는 사과 과 바나나를 샀습니다.,naneun sagwa gwa bananareul satseumnida.
182,2,ku,û,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ji bo girêdana peyvan an ramanan tê bikar anîn,Very high,Img_2,Min sêv û mûz kirî.,
183,2,ky,жана,,,jana,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,сөздөрдү же идеяларды байланыштыруу үчүн колдонулат,Very high,Img_2,Мен алма жана банан сатып алдым.,Men alma jana banan satyp aldym.
184,2,lo,ແລະ,,,lae,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ໃຊ້ເພື່ອເຊື່ອມຕໍ່ຄຳສັບ ຫຼື ແນວຄວາມຄິດ,Very high,Img_2,ຂ້ອຍຊື້ໝາກແອັບເປິ້ນ ແລະ ໝາກກ້ວຍ.,khoy seu mak aep poen lae mak kuay.
185,2,lv,un,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,izmanto lai savienotu vārdus vai idejas,Very high,Img_2,Es nopirku ābolus un banānus.,
186,2,ln,mpe,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,esalelamaka mpo na kosangisa maloba to makanisi,Very high,Img_2,Nasombaki bampome mpe bitabe.,
187,2,lt,ir,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,naudojama žodžiams ar idėjoms sujungti,Very high,Img_2,Aš nusipirkau obuolių ir bananų.,
188,2,lg,ne,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,kikozesebwa okugatta ebigambo oba ebirowoozo,Very high,Img_2,Nguze ebibala ne amenvu.,
189,2,lb,an,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,benotzt fir Wierder oder Iddien ze verbannen,Very high,Img_2,Ech hunn Äppel an Bananne kaf.,
190,2,mk,и,,,i,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,се користи за поврзување зборови или идеи,Very high,Img_2,Купив јаболка и банани.,Kupiv jabolka i banani.
191,2,mad,ban,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,eangghuy kaangguy nyambung oca' otaba pikkerran,Very high,Img_2,Sengko' melle apel ban gheddang.,
192,2,mg,sy,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ampiasaina hampifandraisana teny na hevitra,Very high,Img_2,Nividy paoma sy akondro aho.,
193,2,ms,dan,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,digunakan untuk menyambung perkataan atau idea,Very high,Img_2,Saya membeli epal dan pisang.,
194,2,ml,-ഉം,,,-um,suffix,function,Grammar Functions,Conjunctions,Coordinating conjunctions,വാക്കുകളോ ആശയങ്ങളോ ബന്ധിപ്പിക്കാൻ ഉപയോഗിക്കുന്നു,Very high,Img_2,ഞാൻ ആപ്പിളും വാഴപ്പഴവും വാങ്ങി.,ñān āppiḷuṃ vāḻappaḻavuṃ vāṅṅi.
195,2,mt,u,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,użata biex tgħaqqad kliem jew ideat,Very high,Img_2,Xtrijt tuffieħ u banana.,
196,2,mr,आणि,,,āṇi,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,शब्द किंवा विचार जोडण्यासाठी वापरले जाते,Very high,Img_2,मी सफरचंद आणि केळी विकत घेतली.,mī sapharacanda āṇi kēḷī vikata ghētalī.
197,2,mi,me,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,e whakamahia ana hei hono kupu ariā rānei,Very high,Img_2,I hoko ahau i ngā āporo me ngā panana.,
198,2,mn,болон,,,bolon,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,үг эсвэл санааг холбоход ашигладаг,Very high,Img_2,Би алим болон гадил худалдаж авсан.,Bi alim bolon gadil khudaldaj avsan.
199,2,ne,र,,,ra,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,शब्द वा विचारहरू जोड्न प्रयोग गरिन्छ,Very high,Img_2,मैले स्याउ र केरा किनें।,mailē syāu ra kērā kinēṃ.
200,2,pcm,and,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,wey dem dey use join word or idea togeda,Very high,Img_2,I buy apple and banana.,
201,2,nb-NO,og,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,brukes til å forbinde ord eller ideer,Very high,Img_2,Jeg kjøpte epler og bananer.,
202,2,or,ଏବଂ,,,ēbôṅ,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ଶବ୍ଦ କିମ୍ବା ଧାରଣା ଯୋଡିବା ପାଇଁ ବ୍ୟବହୃତ ହୁଏ,Very high,Img_2,ମୁଁ ଆପଲ୍ ଏବଂ କଦଳୀ କିଣିଲି |,muñ āpôl ēbôṅ kôdôḷī kiṇili.
203,2,ps,او,,,aw,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,د کلمو یا نظرونو د نښلولو لپاره کارول کیږي,Very high,Img_2,ما مڼې او کیلې واخیستې.,mā maṇē aw kēlē wāxistē.
204,2,fa,و,,,va,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,برای اتصال کلمات یا ایده‌ها استفاده می‌شود,Very high,Img_2,من سیب و موز خریدم.,man sīb va moz kharīdam.
205,2,pl,i,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,używane do łączenia słów lub pomysłów,Very high,Img_2,Kupiłem jabłka i banany.,
206,2,pt-BR,e,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,usado para conectar palavras ou ideias,Very high,Img_2,Eu comprei maçãs e bananas.,
207,2,pt-PT,e,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,usado para ligar palavras ou ideias,Very high,Img_2,Eu comprei maçãs e bananas.,
208,2,pa,ਅਤੇ,,,atē,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,ਸ਼ਬਦਾਂ ਜਾਂ ਵਿਚਾਰਾਂ ਨੂੰ ਜੋੜਨ ਲਈ ਵਰਤਿਆ ਜਾਂਦਾ ਹੈ,Very high,Img_2,ਮੈਂ ਸੇਬ ਅਤੇ ਕੇਲੇ ਖਰੀਦੇ।,maiṃ sēba atē kēlē kharīdē.
209,2,qu,-pas,,,,suffix,function,Grammar Functions,Conjunctions,Coordinating conjunctions,simikunata otaq yuyaykunata huñunapaq,Very high,Img_2,Mansanata platanostapas rantirqani.,
210,2,ro,și,,,,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,folosit pentru a conecta cuvinte sau idei,Very high,Img_2,Am cumpărat mere și banane.,
211,2,ru,и,,,i,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,используется для соединения слов или идей,Very high,Img_2,Я купил яблоки и бананы.,Ya kupil yabloki i banany.
212,2,skr,تے,,,tē,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,لوظاں یاں خیالاں کوں رلاوݨ کیتے ورتیا ویندے۔,Very high,Img_2,میں سیب تے کیلے گھدے۔,maiṃ sēb tē kēlē ghiddē.
213,2,sr,и,,,i,conjunction,function,Grammar Functions,Conjunctions,Coordinating conjunctions,користи се за повезивање речи или идеја,Very high,Img_2,Купио сам јабуке и банане.,Kupio sam jabuke i banane.
